,0
0,68.60142388728268
1,151.51580846432597
2,63.48366415944797
3,105.63118330965695
4,76.65860306139916
5,79.15003352504756
6,60.48181383329813
7,48.4900427107807
8,26.631272722025123
9,54.33316626801444
10,59.92783493934741
11,91.32533842422673
12,105.93494008805608
13,59.38030577347394
14,44.6891852476385
15,66.30199140266306
16,62.435122263795115
17,48.73272681549144
18,25.683674713897414
19,76.51597931798639
20,34.44773027042138
21,92.349876583821
22,68.31838494082258
23,106.54507197262139
24,68.59321574819664
25,68.60142388728268
26,68.32595268648942
27,52.83959435519924
28,114.32578611819011
29,74.71474944020864
30,55.32497218957008
31,46.41013908883181
32,105.81031919996576
33,112.96998450980581
34,107.2618403652287
35,80.83786022326134
36,57.41931091799033
37,113.13072886363221
38,67.39766372476474
39,74.07784024568426
40,64.16022716621835
41,62.96257451938843
42,67.60134374677654
43,92.4985970016146
44,60.816990099595024
45,76.60481910631916
46,71.32847399195984
47,40.739249210425015
48,46.53982772288469
49,138.85524453257304
50,34.44773027042138
51,64.42040437290578
52,55.52335845773291
53,49.79669145186592
54,38.87578815101723
55,116.44051949139143
56,69.29190321886435
57,77.22622661928432
58,155.85038577981354
59,113.4885653580904
60,39.00833152756439
61,48.44427957890371
62,65.8796279200543
63,57.29944940458902
64,85.89352692798572
65,34.96647928380403
66,122.67145830875764
67,160.18640847580065
68,40.11064875583322
69,48.050099654483645
70,206.09772118309186
71,117.55137917955246
72,48.706362405803354
73,54.32771732893878
74,116.84804197439577
75,56.88042093197138
76,159.97502752378784
77,145.35211968649406
78,48.33247804965088
79,48.77948006601941
80,75.41298174820118
81,48.585651785519346
82,48.77948006601941
83,38.69641600947607
84,74.1497168425808
85,48.730386787073336
86,51.22305746459234
87,90.57967549744794
88,57.41931091799033
89,77.29727542771879
90,84.96167996022956
91,48.24763184710511
92,64.55323238433753
93,35.57638622942115
94,114.30188201936659
95,81.96811218348303
96,50.89607364216568
97,75.21915502560036
98,52.112701860193205
99,62.9332655581876
100,48.33226778647858
101,56.87809756300214
102,96.68762978367756
103,50.838046855082126
104,56.728789738997676
105,49.0410305141033
106,56.24410579247721
107,74.25256895399154
108,63.41597402325703
109,104.41388556762219
110,52.39800530091234
111,58.93469156513911
112,172.93499787503922
113,63.41597402325703
114,141.9741870288538
115,50.630180626167956
116,62.261689705039736
117,57.36985168314697
118,164.96102381029002
119,83.31693853910036
120,71.7102961154385
121,48.92188685880414
122,44.387933842552094
123,50.810635548594355
124,73.650583503551
125,169.00793047093723
126,138.85524453257304
127,101.8502873512531
128,52.39800530091234
129,221.30915679290882
130,93.00522045825632
131,81.61845188892971
132,63.606089771070096
133,83.75636176305008
134,74.29819245211753
135,68.16889397594478
136,50.89607364216568
137,109.291038185623
138,40.739249210425015
139,46.86024348702122
140,48.33226778647858
141,209.16052304423727
142,59.92783493934741
143,64.94632745570898
144,77.83011511688728
145,68.60142388728268
146,68.26422288808477
147,51.22305746459234
148,26.046009241346322
149,47.671946556160556
150,76.30596576035212
151,65.91753339731048
152,46.633053517229044
153,62.36253800202429
154,80.82850761067041
155,67.88213221853306
156,77.02905555766756
157,64.58956857270537
158,64.93722350511604
159,25.22524106196198
160,59.92783493934741
161,79.51714663743401
162,77.82471233235977
163,138.79317188300038
164,58.93469156513911
165,94.20934232724527
166,75.08563729937397
167,65.75604355041686
168,58.93469156513911
169,129.34064342804157
170,53.70050664633651
171,71.7102961154385
172,115.04299982437878
173,49.57560931844459
174,59.72609573791632
175,48.46292879047933
176,119.55384890426843
177,50.96443464625864
178,106.57379265309743
179,73.76452611243832
180,48.242013205888405
181,51.44166553528983
182,69.96880449195467
183,56.253752564755274
184,128.49742388587575
185,48.666558192314625
186,160.60208498031463
187,207.9319550590164
188,57.27125009105625
189,65.8796279200543
190,72.96475474416647
191,52.39800530091234
192,35.059601199235495
193,51.08351803521433
194,71.96625964502488
195,76.10509747839176
196,115.4001961344343
197,74.13042162055885
198,46.5890347265541
199,48.54836352993771
200,64.17430776814929
201,35.980530440971464
202,72.53007602828733
203,52.39800530091234
204,51.22305746459234
205,83.34943967572603
206,35.547698395361905
207,52.153538186148104
208,56.9762467256967
209,63.608046634183474
210,58.960076785011786
211,56.403329721599945
212,319.39266808503146
213,70.54894576824304
214,106.54507197262139
215,82.42675707622116
216,91.84525890530936
217,58.93469156513911
218,239.55712717628364
219,85.76896915246901
220,103.25340342777285
221,34.1467781465124
222,121.53088985637667
223,61.622268962003645
224,61.569139813382
225,59.69096972264666
226,67.97296862159997
227,112.17743934054234
228,102.36133447864395
229,64.52977216035546
230,62.05056230257119
231,62.92406993864704
232,76.11887061329577
233,45.66954178466982
234,59.61719740963506
235,34.00062030052693
236,53.015142116051216
237,71.74336415989498
238,67.39766372476474
239,124.66622362423017
240,90.07565739138747
241,38.85969982539643
242,51.246867270375525
243,48.677595117473025
244,64.37400923654444
245,64.70963885617921
246,46.81224157438116
247,81.85707973521728
248,64.41917025223785
249,47.45061745685476
250,48.54836352993771
251,62.713588684827464
252,52.67836082855488
253,84.74448229168799
254,64.16022716621835
255,48.37750589875109
256,116.53551503997352
257,92.98423808568836
258,48.80824735434974
259,77.32480254796361
260,82.063499433444
261,154.9139484693729
262,106.59348303185932
263,46.33491467417648
264,48.706362405803354
265,52.819812018888946
266,81.41181277501923
267,105.39907565783285
268,74.20632439778483
269,62.74304877219764
270,22.734549985510895
271,59.69096972264666
272,57.36985168314697
273,55.68636251075585
274,51.14996516494709
275,62.96257451938843
276,38.83318572805469
277,67.7885486723382
278,55.60441789760889
279,70.21080492017033
280,64.37400923654444
281,46.672443170880776
282,77.6638390617624
283,106.54507197262139
284,48.5554228196551
285,29.7172832592032
286,113.03160218674128
287,148.019466837805
288,107.1626820505725
289,105.29844260742134
290,73.94444672688931
291,163.2785929752837
292,56.41850344397535
293,107.3868926114156
294,51.49832948934352
295,75.70078723463033
296,39.00833152756439
297,48.7753834399126
298,66.3571389907719
299,48.27078049421875
300,52.83959435519924
301,36.49039631595638
302,47.756370260077844
303,66.07853534062994
304,80.14018032294142
305,48.44227325695187
306,48.43851059925787
307,152.29608796374734
308,89.04248273247033
309,45.81562414577046
310,40.40044014371713
311,56.43678216824973
312,43.18278027690205
313,51.15801843529569
314,17.35622585763409
315,58.93469156513911
316,63.96961354273568
317,40.69624773210939
318,34.88581260657347
319,84.21509300905407
320,74.60017810242569
321,48.4900427107807
322,63.10338538659171
323,44.96810795711137
324,110.47895390700849
325,76.27026712093526
326,48.650248478484095
327,315.2115671453795
328,52.69190107597591
329,52.67153279314888
330,75.68351848347099
331,62.74304877219764
332,48.677595117473025
